,1,2,3,4,5,6,7,8
1,0.40175652088496333,0.5200497046018026,0.3957012246840207,0.4691564235922276,0.3697722316616748,0.41002884358807823,0.34111970359094923,0.39690301061294453
2,0.09701953093839263,0.05901784136508712,0.0626947857364875,0.050887081392638825,0.03860518759259109,0.025329726601588394,0.04155714259206718,0.026471114901997342
3,0.09555561508709814,0.10393535745270678,0.09295224145201024,0.06723849520488809,0.05467279595161348,0.06078001303191367,0.043362079751166134,0.04543993105591737
4,0.032552090202060145,0.028545938112856082,0.04114478581632578,0.031595918003738774,0.021994982353996016,0.016190179278511768,0.020942338378194182,0.014840139269595095
5,0.0196284211931726,0.003606247555765044,0.01553684906959053,0.012144377973026386,0.004307028199020544,0.007388435678002752,0.011034342891054223,0.004634858420494316
6,0.12907105305442967,0.15438293023694313,0.11103787152762949,0.1387448991188138,0.061430348222592766,0.13772128534104466,0.0814554877149555,0.09535134481576846
7,0.014862014027709518,0.017633358568268198,0.03702468915766109,0.026985502613162207,0.0397403684004079,0.02750003996241629,0.033753439236707115,0.02154811797848603
8,0.07427358871632506,0.026584973338203317,0.08257669984698235,0.06665058495557749,0.10501289481235203,0.09117411337341748,0.09330119358504928,0.08261253534046176
9,0.029527959197784164,0.019303071480247163,0.020388978160724994,0.018244143612748797,0.030174704584817975,0.02710669079977296,0.03844361222918834,0.019898673504170517
10,0.10575320669806475,0.06694057728812049,0.1409418745485675,0.11835257353317806,0.2742894582209334,0.1967806723452538,0.2950306600306691,0.2923002741001646
